content_no,push_type,delivery_scene,source_image,bucket,endpoint,object_key,object_url,access,size_bytes,width,height,sha256,status,note
PM-2100-02,greeting,GREETING_2100,图片和附件/image 52.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/greeting/pm-2100-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/greeting/pm-2100-02/v1.png,private-signed-url,2830834,1254,1254,15aba155c703b93def21baee0f9caf89ebdf536948c5b43765480640a7f061aa,UPLOADED_VERIFIED_PRIVATE,
PM-2100-03,greeting,GREETING_2100,图片和附件/image 67.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/greeting/pm-2100-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/greeting/pm-2100-03/v1.png,private-signed-url,2637038,1254,1254,324d2c16d7be26074684c8cd515624a465df46402d45ed0eb0fca4a81bb6d8b6,UPLOADED_VERIFIED_PRIVATE,
W-SHOWER-01,weather,WEATHER_SHOWER,图片和附件/image 80.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-shower-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-shower-01/v1.png,private-signed-url,2737585,1254,1254,e902dbf298c0bfd88928ed1ff959575b3b291138709d3816f2f5cd82ace3cac7,UPLOADED_VERIFIED_PRIVATE,
W-SHOWER-02,weather,WEATHER_SHOWER,图片和附件/image 38.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-shower-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-shower-02/v1.png,private-signed-url,2859583,1254,1254,2f17ddbda8f6ebe3071a04eb60ef3467973e09d06f4460dcc2d55ade5aa5d60d,UPLOADED_VERIFIED_PRIVATE,
W-SHOWER-03,weather,WEATHER_SHOWER,图片和附件/image 110.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-shower-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-shower-03/v1.png,private-signed-url,2816157,1254,1254,2724b8b50c651732d5ce2db5b20722a7dd100d5345d9e52efbe957ffb24004c4,UPLOADED_VERIFIED_PRIVATE,
W-SHOWER-04,weather,WEATHER_SHOWER,图片和附件/image 6.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-shower-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-shower-04/v1.png,private-signed-url,2955667,1254,1254,9bf1bf03ddbcc04abacbb7dc54e5e90d10e6d7195dc528f06c35b0a56fa6a660,UPLOADED_VERIFIED_PRIVATE,
W-THUNDER-01,weather,WEATHER_THUNDER,图片和附件/image 17.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-thunder-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-thunder-01/v1.png,private-signed-url,2715603,1254,1254,5f09e01495884f738fd0ec6e11bde324ed4fd9e900457220ec157e52bebafa11,UPLOADED_VERIFIED_PRIVATE,
W-THUNDER-02,weather,WEATHER_THUNDER,图片和附件/image 92.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-thunder-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-thunder-02/v1.png,private-signed-url,2741960,1254,1254,02d3daac7b651f92e67415f9ad39c7953c15ee7c72281bf461fbf88e01dc5513,UPLOADED_VERIFIED_PRIVATE,
W-THUNDER-03,weather,WEATHER_THUNDER,,,,,,,,,,,MISSING,文档未关联插图
W-THUNDER-04,weather,WEATHER_THUNDER,图片和附件/image 91.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-thunder-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-thunder-04/v1.png,private-signed-url,2701613,1254,1254,759f597ab1771949fe6078bbf408f0190d163c26c34a3262a3f5bb980d13573a,UPLOADED_VERIFIED_PRIVATE,
W-HEAVY-RAIN-01,weather,WEATHER_HEAVY_RAIN,图片和附件/image 64.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heavy-rain-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heavy-rain-01/v1.png,private-signed-url,2682537,1254,1254,7e1c1ded67d468dc839adc6a06a8b2277e9497a092fbc10f0b9e59f89088f09e,UPLOADED_VERIFIED_PRIVATE,
W-HEAVY-RAIN-02,weather,WEATHER_HEAVY_RAIN,图片和附件/image 35.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heavy-rain-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heavy-rain-02/v1.png,private-signed-url,2615944,1254,1254,be5a7052961ef7b833fb3f5dcdd8d3dec8795599b8dfdfac130bada7dd0b24db,UPLOADED_VERIFIED_PRIVATE,
W-HEAVY-RAIN-03,weather,WEATHER_HEAVY_RAIN,图片和附件/image 13.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heavy-rain-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heavy-rain-03/v1.png,private-signed-url,2618550,1254,1254,4cce9e218298e3205f7ce3337306f248ce6960d5aff6b7dfea7e90f395d45f46,UPLOADED_VERIFIED_PRIVATE,
W-HEAVY-RAIN-04,weather,WEATHER_HEAVY_RAIN,图片和附件/image 70.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heavy-rain-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heavy-rain-04/v1.png,private-signed-url,2690100,1254,1254,e9bc12fa9a9e60e350153d427c0f5c62964019a8a6fb97b4b88d249d9a440ddb,UPLOADED_VERIFIED_PRIVATE,
W-HAIL-01,weather,WEATHER_HAIL,图片和附件/image 101.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-hail-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-hail-01/v1.png,private-signed-url,2685384,1254,1254,c04178867998963b30cec71c6ef4a06eae107816731a18e4c448fdbd47994569,UPLOADED_VERIFIED_PRIVATE,
W-HAIL-02,weather,WEATHER_HAIL,图片和附件/image 9.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-hail-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-hail-02/v1.png,private-signed-url,2493142,1254,1254,fb1774eef0b54986e91fae3d51bb53cd0c3810128a44db73da72a0a9ae18811a,UPLOADED_VERIFIED_PRIVATE,
W-HAIL-03,weather,WEATHER_HAIL,图片和附件/image 56.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-hail-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-hail-03/v1.png,private-signed-url,2565898,1254,1254,a920c4e6451bb65e5603e084c2573c6a7538f913778606977378c9781e6b4108,UPLOADED_VERIFIED_PRIVATE,
W-HAIL-04,weather,WEATHER_HAIL,图片和附件/image 73.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-hail-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-hail-04/v1.png,private-signed-url,2577128,1254,1254,3b68e544a70e19cfee61557e24f8d44c20a4634b2e011d2696c434e7ccc3ef71,UPLOADED_VERIFIED_PRIVATE,
W-TYPHOON-01,weather,WEATHER_TYPHOON,图片和附件/image 26.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-typhoon-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-typhoon-01/v1.png,private-signed-url,2781001,1254,1254,971d94d14bb8de1fe464a5fdee8a092e21e515df9ac2a02588f62010b14e0a4e,UPLOADED_VERIFIED_PRIVATE,
W-TYPHOON-02,weather,WEATHER_TYPHOON,图片和附件/image 109.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-typhoon-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-typhoon-02/v1.png,private-signed-url,2563852,1254,1254,b0b682109be872f2fca99a1e1cbe43fd94d2bdf74af2892ae9e4d014ada4cda0,UPLOADED_VERIFIED_PRIVATE,
W-TYPHOON-03,weather,WEATHER_TYPHOON,图片和附件/image 22.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-typhoon-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-typhoon-03/v1.png,private-signed-url,2615779,1254,1254,5dbf22a3227bb9c3f040c2ed9a31ef73f02b0caba8e9265fae2c2da1a6516b4b,UPLOADED_VERIFIED_PRIVATE,
W-TYPHOON-04,weather,WEATHER_TYPHOON,图片和附件/image 100.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-typhoon-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-typhoon-04/v1.png,private-signed-url,2690859,1254,1254,7778bab72a4690b8a4230a2c2d82e19e4020038a409c80d30e40f84f7ac17f69,UPLOADED_VERIFIED_PRIVATE,
W-COLD-01,weather,WEATHER_COLD,图片和附件/image 33.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-cold-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-cold-01/v1.png,private-signed-url,2793196,1254,1254,97a4064c3b6711e85b93fc2cc28d3ba7265c622d4b6858a141f5a30f59dae418,UPLOADED_VERIFIED_PRIVATE,
W-COLD-02,weather,WEATHER_COLD,图片和附件/image 32.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-cold-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-cold-02/v1.png,private-signed-url,2574907,1254,1254,ec3d303241b64d451c403b486d1f2e7480d5106a9e83f438ecfcc1b2b947bd53,UPLOADED_VERIFIED_PRIVATE,
W-COLD-03,weather,WEATHER_COLD,图片和附件/image 65.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-cold-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-cold-03/v1.png,private-signed-url,2782415,1254,1254,8e49db6f6e227c3f0c9122492135d80b5abe2be13ad60fe084de96d3c1ae9ed9,UPLOADED_VERIFIED_PRIVATE,
W-COLD-04,weather,WEATHER_COLD,图片和附件/image 69.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-cold-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-cold-04/v1.png,private-signed-url,2752840,1254,1254,b50abdc51fe84f01c30f0e5dba106d75b45774dc076acb3ef5f6f5a726e33fa1,UPLOADED_VERIFIED_PRIVATE,
W-HEAT-01,weather,WEATHER_HEAT,图片和附件/image 74.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heat-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heat-01/v1.png,private-signed-url,2703375,1254,1254,6c2ff368cbfd5e848599782bc4ea527f13481e0dcea5db8dc4fcbab8122aeb59,UPLOADED_VERIFIED_PRIVATE,
W-HEAT-02,weather,WEATHER_HEAT,图片和附件/image 83.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heat-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heat-02/v1.png,private-signed-url,2771086,1254,1254,164fcf6e6a2f880f1be4e4fb8d307fec5b5ab7ab13be121b3bfc282660db64e5,UPLOADED_VERIFIED_PRIVATE,
W-HEAT-03,weather,WEATHER_HEAT,图片和附件/image 106.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heat-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heat-03/v1.png,private-signed-url,3065936,1254,1254,ce3a92bd0eed7e8f736ec01dc3eac1f1b46538c8a7a69bd905e538d116adb669,UPLOADED_VERIFIED_PRIVATE,
W-HEAT-04,weather,WEATHER_HEAT,图片和附件/image 96.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-heat-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-heat-04/v1.png,private-signed-url,2789213,1254,1254,9a5c5b4d7bb40706951efdc3bd03fb424d9e036f4274e2622bf33d6048b23ba7,UPLOADED_VERIFIED_PRIVATE,
W-GALE-01,weather,WEATHER_GALE,图片和附件/image 2.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-gale-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-gale-01/v1.png,private-signed-url,2677509,1254,1254,c2230b207ac768587904eb9376144ab66b61f4dde2218d0f3f8448bc284f5bd0,UPLOADED_VERIFIED_PRIVATE,
W-GALE-02,weather,WEATHER_GALE,图片和附件/image.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-gale-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-gale-02/v1.png,private-signed-url,2818959,1254,1254,fed1232c0bffa3f9c015d3bd6ff246abda3211906c16144e9c0ab5e01328296a,UPLOADED_VERIFIED_PRIVATE,
W-GALE-03,weather,WEATHER_GALE,图片和附件/image 18.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-gale-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-gale-03/v1.png,private-signed-url,2593840,1254,1254,6306d5aec1867cbd7690e9ee91830b17ec960d73eaf36b6a7525dab421ff0105,UPLOADED_VERIFIED_PRIVATE,
W-GALE-03,weather,WEATHER_GALE,图片和附件/image 98.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-gale-03/v2.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-gale-03/v2.png,private-signed-url,2754129,1254,1254,74ff2e41a73eb5c932f6f183daa6968463ddef0c52bdf02e39c510978ae79c8e,UPLOADED_VERIFIED_PRIVATE,
W-GALE-04,weather,WEATHER_GALE,图片和附件/image 39.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-gale-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-gale-04/v1.png,private-signed-url,2791008,1254,1254,3ac7d3869520e1b863812f641ced7613565eeb01023fb41bd62d0b046d48a435,UPLOADED_VERIFIED_PRIVATE,
W-SNOW-01,weather,WEATHER_SNOW,图片和附件/image 62.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-snow-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-snow-01/v1.png,private-signed-url,2802199,1254,1254,4b1ba25b18ed90401b1dda7f8529bfcb38c0d02e5629af1c78f87087bb7ad16c,UPLOADED_VERIFIED_PRIVATE,
W-SNOW-02,weather,WEATHER_SNOW,图片和附件/image 5.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-snow-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-snow-02/v1.png,private-signed-url,2882753,1254,1254,7d21a19983ebb804f6eb3e4b6d60e9ca040cc83bb9f66549307f2c2a93758a1e,UPLOADED_VERIFIED_PRIVATE,
W-SNOW-03,weather,WEATHER_SNOW,图片和附件/image 105.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-snow-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-snow-03/v1.png,private-signed-url,2798119,1254,1254,ab1dee219d272b979c04293cf5eb88be36283171bd9b3ff6005ebad771313c6a,UPLOADED_VERIFIED_PRIVATE,
W-SNOW-04,weather,WEATHER_SNOW,图片和附件/image 49.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-snow-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-snow-04/v1.png,private-signed-url,2834812,1254,1254,fdc1cfbde69287d7163004d25544306e06cd840045f4690ac6dc24e6b77f5e40,UPLOADED_VERIFIED_PRIVATE,
W-ICE-01,weather,WEATHER_ICE,,,,,,,,,,,MISSING,文档未关联插图
W-ICE-02,weather,WEATHER_ICE,,,,,,,,,,,MISSING,文档未关联插图
W-ICE-03,weather,WEATHER_ICE,图片和附件/image 57.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-ice-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-ice-03/v1.png,private-signed-url,3078146,1254,1254,52dd883ffad2ee222a09c8b256d4f5b148fcc3762a83358a148e29a15e670ad8,UPLOADED_VERIFIED_PRIVATE,
W-ICE-04,weather,WEATHER_ICE,图片和附件/image 16.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/weather/w-ice-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/weather/w-ice-04/v1.png,private-signed-url,2953745,1254,1254,7efb6c27e30ca1866ff09f9888a3573dea9bd1b606a37af75359be25dbb3f7a6,UPLOADED_VERIFIED_PRIVATE,
W-FOG-01,weather,WEATHER_FOG,,,,,,,,,,,MISSING,文档未关联插图
W-FOG-02,weather,WEATHER_FOG,,,,,,,,,,,MISSING,文档未关联插图
W-FOG-03,weather,WEATHER_FOG,,,,,,,,,,,MISSING,文档未关联插图
W-FOG-04,weather,WEATHER_FOG,,,,,,,,,,,MISSING,文档未关联插图
W-DUST-01,weather,WEATHER_DUST,,,,,,,,,,,MISSING,文档未关联插图
W-DUST-02,weather,WEATHER_DUST,,,,,,,,,,,MISSING,文档未关联插图
W-DUST-03,weather,WEATHER_DUST,,,,,,,,,,,MISSING,文档未关联插图
W-DUST-04,weather,WEATHER_DUST,,,,,,,,,,,MISSING,文档未关联插图
DIARY-01,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-02,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-03,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-04,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-05,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-06,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-07,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-08,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-09,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-10,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-11,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-12,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-13,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-14,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
DIARY-15,diary,DIARY_READY,,,,,,,,,,,MISSING,文档未关联插图
RECALL-07-01,recall,RECALL_07,图片和附件/image 97.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-01/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-01/v1.png,private-signed-url,2685161,1254,1254,ddb303f96cbab9b331a8848599f7633e6af957b398e91b674e5f91d80302b4ce,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-02,recall,RECALL_07,图片和附件/image 51.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-02/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-02/v1.png,private-signed-url,3089966,1254,1254,5c01759482975828aca89bba906c8f1b2f1153b79edff8a1ec2a806c4412bf07,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-03,recall,RECALL_07,图片和附件/image 28.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-03/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-03/v1.png,private-signed-url,2879569,1254,1254,8a43a7d060d16581e66fe7e0a937f29a28abc15605ee27f9d66f66e8f6fb8ad5,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-04,recall,RECALL_07,图片和附件/image 12.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-04/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-04/v1.png,private-signed-url,2869245,1254,1254,529ae06b87f3749c8f0876a828bb9a914e50713b6af8afb95be197f7cd2b839a,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-05,recall,RECALL_07,图片和附件/image 75.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-05/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-05/v1.png,private-signed-url,2960845,1254,1254,c9e37608a478e505cc7686b35dd9d328de3a6797e61e5d97e821de2c1e34c6ef,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-06,recall,RECALL_07,图片和附件/image 4.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-06/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-06/v1.png,private-signed-url,2693973,1254,1254,2c96e362198bd29ea4dc806e4a9daea949d0f1b47ae5aae49cfe597cb5f59c63,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-07,recall,RECALL_07,图片和附件/image 42.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-07/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-07/v1.png,private-signed-url,2761978,1254,1254,c9576c29e51ac7f638d8993d921c030f1c44b07aa95308f4a6db4d0b4f69d723,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-08,recall,RECALL_07,图片和附件/image 19.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-08/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-08/v1.png,private-signed-url,2996720,1254,1254,cd2fd11d02f92a05782cd36cb6e0c84088d6af23807d782c1f43ec07422093db,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-09,recall,RECALL_07,图片和附件/image 11.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-09/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-09/v1.png,private-signed-url,2812282,1254,1254,548381ed80950e449ebc0bf3f34f2bf261de3abac81ccf62874b95f0c5fe39b1,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-10,recall,RECALL_07,图片和附件/image 93.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-10/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-10/v1.png,private-signed-url,2864299,1254,1254,19546b375f35cb3f9e8fe4a0c70ba08f51f7bd3334a019c604544457d381033d,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-11,recall,RECALL_07,图片和附件/image 55.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-11/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-11/v1.png,private-signed-url,2942308,1254,1254,5f175a744833a564b57999efc6476fea397b017d2eb83376e772c4cbca3cb263,UPLOADED_VERIFIED_PRIVATE,
RECALL-07-12,recall,RECALL_07,图片和附件/image 104.png,ommo-app-assets-dev,oss-cn-wulanchabu.aliyuncs.com,push-cards/recall/recall-07-12/v1.png,https://ommo-app-assets-dev.oss-cn-wulanchabu.aliyuncs.com/push-cards/recall/recall-07-12/v1.png,private-signed-url,2741776,1254,1254,41e120d211752716877ba23c089cddbc5295b91108f0235c8501c7cdca9621b5,UPLOADED_VERIFIED_PRIVATE,
RECALL-15-01,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-02,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-03,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-04,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-05,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-06,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-07,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-08,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-09,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-10,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-11,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-15-12,recall,RECALL_15,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-01,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-02,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-03,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-04,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-05,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-06,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-07,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-08,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-09,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
RECALL-30-10,recall,RECALL_30,,,,,,,,,,,MISSING,文档未关联插图
